participant_id,random_id,repeat_false_alarm_rate,repeat_hit_rate,trial_index,trial_number,time_elapsed,trial_phase,trial_kind,response,rt,confidence_response,correct,is_right,choice_images,correct_image,choice,experiment_purpose,Q1,technical_issues
moose,p5lyc28scvl,0.013333333333333308,0.95,371,12,521658,Test,state,1,2429,1,true,1,"[""stimuli\\STATE\\USED\\Sapplesredbasket1.JPG"",""stimuli\\STATE\\USED\\Sapplesredbasket2.JPG""]",stimuli\STATE\USED\Sapplesredbasket2.JPG,stimuli\STATE\USED\Sapplesredbasket2.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,373,13,524906,Test,exemplar,1,1424,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etoyhand2.jpg"",""stimuli\\EXEMPLAR\\USED\\Etoyhand1.jpg""]",stimuli\EXEMPLAR\USED\Etoyhand1.jpg,stimuli\EXEMPLAR\USED\Etoyhand1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,375,14,528258,Test,exemplar,0,1656,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eguitar1.jpg"",""stimuli\\EXEMPLAR\\USED\\Eguitar2.jpg""]",stimuli\EXEMPLAR\USED\Eguitar1.jpg,stimuli\EXEMPLAR\USED\Eguitar1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,377,15,531408,Test,exemplar,1,1259,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ekayak1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ekayak2.jpg""]",stimuli\EXEMPLAR\USED\Ekayak2.jpg,stimuli\EXEMPLAR\USED\Ekayak2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,379,16,535863,Test,state,1,2106,1,true,1,"[""stimuli\\STATE\\USED\\Sdie2.jpg"",""stimuli\\STATE\\USED\\Sdie1.jpg""]",stimuli\STATE\USED\Sdie1.jpg,stimuli\STATE\USED\Sdie1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,381,17,541391,Test,state,1,3374,4,true,1,"[""stimuli\\STATE\\USED\\Sdrum2.jpg"",""stimuli\\STATE\\USED\\Sdrum1.jpg""]",stimuli\STATE\USED\Sdrum1.jpg,stimuli\STATE\USED\Sdrum1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,383,18,544489,Test,state,1,1769,1,true,1,"[""stimuli\\STATE\\USED\\Spadlock2.jpg"",""stimuli\\STATE\\USED\\Spadlock1.jpg""]",stimuli\STATE\USED\Spadlock1.jpg,stimuli\STATE\USED\Spadlock1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,385,19,548126,Test,state,0,2324,1,false,0,"[""stimuli\\STATE\\USED\\Sbrushes2.jpg"",""stimuli\\STATE\\USED\\Sbrushes1.jpg""]",stimuli\STATE\USED\Sbrushes1.jpg,stimuli\STATE\USED\Sbrushes2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,387,20,550901,Test,exemplar,0,1056,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ecake2.jpg"",""stimuli\\EXEMPLAR\\USED\\Ecake1.jpg""]",stimuli\EXEMPLAR\USED\Ecake2.jpg,stimuli\EXEMPLAR\USED\Ecake2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,389,21,553511,Test,state,1,1071,5,true,1,"[""stimuli\\STATE\\USED\\Sschoolbag2.JPG"",""stimuli\\STATE\\USED\\Sschoolbag1.JPG""]",stimuli\STATE\USED\Sschoolbag1.JPG,stimuli\STATE\USED\Sschoolbag1.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,391,22,556421,Test,exemplar,1,1034,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Erabbit2.jpg"",""stimuli\\EXEMPLAR\\USED\\Erabbit1.jpg""]",stimuli\EXEMPLAR\USED\Erabbit1.jpg,stimuli\EXEMPLAR\USED\Erabbit1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,393,23,562931,Test,state,1,4701,1,true,1,"[""stimuli\\STATE\\USED\\Shairbrush1.jpg"",""stimuli\\STATE\\USED\\Shairbrush2.jpg""]",stimuli\STATE\USED\Shairbrush2.jpg,stimuli\STATE\USED\Shairbrush2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,395,24,567048,Test,state,1,1543,4,true,1,"[""stimuli\\STATE\\USED\\Spatiotable2.jpg"",""stimuli\\STATE\\USED\\Spatiotable1.jpg""]",stimuli\STATE\USED\Spatiotable1.jpg,stimuli\STATE\USED\Spatiotable1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,397,25,570746,Test,state,0,2271,4,true,1,"[""stimuli\\STATE\\USED\\Sscanner1.JPG"",""stimuli\\STATE\\USED\\Sscanner2.JPG""]",stimuli\STATE\USED\Sscanner1.JPG,stimuli\STATE\USED\Sscanner1.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,399,26,573453,Test,exemplar,0,1138,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Epiano1.jpg"",""stimuli\\EXEMPLAR\\USED\\Epiano2.jpg""]",stimuli\EXEMPLAR\USED\Epiano1.jpg,stimuli\EXEMPLAR\USED\Epiano1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,401,27,578037,Test,state,0,2699,2,true,1,"[""stimuli\\STATE\\USED\\Spumpkinpie1.jpg"",""stimuli\\STATE\\USED\\Spumpkinpie2.jpg""]",stimuli\STATE\USED\Spumpkinpie1.jpg,stimuli\STATE\USED\Spumpkinpie1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,403,28,580593,Test,exemplar,1,996,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Estapler1.jpg"",""stimuli\\EXEMPLAR\\USED\\Estapler2.jpg""]",stimuli\EXEMPLAR\USED\Estapler2.jpg,stimuli\EXEMPLAR\USED\Estapler2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,405,29,583616,Test,state,0,1514,5,true,1,"[""stimuli\\STATE\\USED\\Sbreadslice2.jpg"",""stimuli\\STATE\\USED\\Sbreadslice1.jpg""]",stimuli\STATE\USED\Sbreadslice2.jpg,stimuli\STATE\USED\Sbreadslice2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,407,30,587006,Test,exemplar,1,1664,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ebunny1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ebunny2.jpg""]",stimuli\EXEMPLAR\USED\Ebunny2.jpg,stimuli\EXEMPLAR\USED\Ebunny2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,409,31,592564,Test,state,0,2668,3,true,1,"[""stimuli\\STATE\\USED\\Snapkins1.jpg"",""stimuli\\STATE\\USED\\Snapkins2.jpg""]",stimuli\STATE\USED\Snapkins1.jpg,stimuli\STATE\USED\Snapkins1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,411,32,597093,Test,exemplar,0,2819,1,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ebicycle1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ebicycle2.jpg""]",stimuli\EXEMPLAR\USED\Ebicycle1.jpg,stimuli\EXEMPLAR\USED\Ebicycle1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,413,33,600431,Test,state,0,1844,5,true,1,"[""stimuli\\STATE\\USED\\Siron2.jpg"",""stimuli\\STATE\\USED\\Siron1.jpg""]",stimuli\STATE\USED\Siron2.jpg,stimuli\STATE\USED\Siron2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,415,34,603476,Test,exemplar,1,1454,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eicecream2.jpg"",""stimuli\\EXEMPLAR\\USED\\Eicecream1.jpg""]",stimuli\EXEMPLAR\USED\Eicecream1.jpg,stimuli\EXEMPLAR\USED\Eicecream1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,417,35,606521,Test,exemplar,0,1656,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etrowel1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etrowel2.jpg""]",stimuli\EXEMPLAR\USED\Etrowel1.jpg,stimuli\EXEMPLAR\USED\Etrowel1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,419,36,610924,Test,state,0,2436,2,true,1,"[""stimuli\\STATE\\USED\\Sbriefcasemetal2.JPG"",""stimuli\\STATE\\USED\\Sbriefcasemetal1.JPG""]",stimuli\STATE\USED\Sbriefcasemetal2.JPG,stimuli\STATE\USED\Sbriefcasemetal2.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,421,37,614163,Test,exemplar,0,1559,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Esunglasses1.jpg"",""stimuli\\EXEMPLAR\\USED\\Esunglasses2.jpg""]",stimuli\EXEMPLAR\USED\Esunglasses1.jpg,stimuli\EXEMPLAR\USED\Esunglasses1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,423,38,616848,Test,exemplar,0,1274,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ewineglass1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ewineglass2.jpg""]",stimuli\EXEMPLAR\USED\Ewineglass1.jpg,stimuli\EXEMPLAR\USED\Ewineglass1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,425,39,621723,Test,state,0,3381,5,true,1,"[""stimuli\\STATE\\USED\\Spotpan1.JPG"",""stimuli\\STATE\\USED\\Spotpan2.JPG""]",stimuli\STATE\USED\Spotpan1.JPG,stimuli\STATE\USED\Spotpan1.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,427,40,626127,Test,state,0,1110,5,true,1,"[""stimuli\\STATE\\USED\\Sgiftbox2.jpg"",""stimuli\\STATE\\USED\\Sgiftbox1.jpg""]",stimuli\STATE\USED\Sgiftbox2.jpg,stimuli\STATE\USED\Sgiftbox2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,429,41,628901,Test,exemplar,0,1379,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Echopsticks1.jpg"",""stimuli\\EXEMPLAR\\USED\\Echopsticks2.jpg""]",stimuli\EXEMPLAR\USED\Echopsticks1.jpg,stimuli\EXEMPLAR\USED\Echopsticks1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,431,42,632674,Test,state,1,1754,5,true,1,"[""stimuli\\STATE\\USED\\Shandshake1.JPG"",""stimuli\\STATE\\USED\\Shandshake2.JPG""]",stimuli\STATE\USED\Shandshake2.JPG,stimuli\STATE\USED\Shandshake2.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,433,43,635523,Test,state,1,1265,3,true,1,"[""stimuli\\STATE\\USED\\Sbooks1.JPG"",""stimuli\\STATE\\USED\\Sbooks2.JPG""]",stimuli\STATE\USED\Sbooks2.JPG,stimuli\STATE\USED\Sbooks2.JPG,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,435,44,638539,Test,state,0,1753,1,true,1,"[""stimuli\\STATE\\USED\\Sphoneold2.jpg"",""stimuli\\STATE\\USED\\Sphoneold1.jpg""]",stimuli\STATE\USED\Sphoneold2.jpg,stimuli\STATE\USED\Sphoneold2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,437,45,641884,Test,state,0,1380,4,true,1,"[""stimuli\\STATE\\USED\\Slockbox1.jpg"",""stimuli\\STATE\\USED\\Slockbox2.jpg""]",stimuli\STATE\USED\Slockbox1.jpg,stimuli\STATE\USED\Slockbox1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,439,46,645011,Test,state,0,1739,4,true,1,"[""stimuli\\STATE\\USED\\Spicnicbasket1.jpg"",""stimuli\\STATE\\USED\\Spicnicbasket2.jpg""]",stimuli\STATE\USED\Spicnicbasket1.jpg,stimuli\STATE\USED\Spicnicbasket1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,441,47,648491,Test,exemplar,1,1896,1,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eballoon1.jpg"",""stimuli\\EXEMPLAR\\USED\\Eballoon2.jpg""]",stimuli\EXEMPLAR\USED\Eballoon2.jpg,stimuli\EXEMPLAR\USED\Eballoon2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,443,48,652909,Test,state,0,2969,4,true,1,"[""stimuli\\STATE\\USED\\Sdonut1.jpg"",""stimuli\\STATE\\USED\\Sdonut2.jpg""]",stimuli\STATE\USED\Sdonut1.jpg,stimuli\STATE\USED\Sdonut1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,445,49,655676,Test,exemplar,1,1529,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Egame1.jpg"",""stimuli\\EXEMPLAR\\USED\\Egame2.jpg""]",stimuli\EXEMPLAR\USED\Egame2.jpg,stimuli\EXEMPLAR\USED\Egame2.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
moose,p5lyc28scvl,0.013333333333333308,0.95,447,50,660206,Test,exemplar,1,2938,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Epeppers2.jpg"",""stimuli\\EXEMPLAR\\USED\\Epeppers1.jpg""]",stimuli\EXEMPLAR\USED\Epeppers1.jpg,stimuli\EXEMPLAR\USED\Epeppers1.jpg,"I think this experiment was about how well people are able to remember slight differences in images, and/or if certain images are inherently easier to remember or distinguish.",A lot of the images that I was asked to distinguish were already images that stood out to me more and had an easier time to memorize.,"Not technically an issue but I had taken the version of this experiment before it was fixed and I still had remembered some of these images from the first time I took it, which likely affected my data (i.e selecting an image I saw from the first time when I'd actually seen a different image this second time)"
flamingo,p6labg5etft,0.00666666666666671,0.9,349,1,491634,Test,exemplar,0,1404,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Echocolatebar1.jpg"",""stimuli\\EXEMPLAR\\USED\\Echocolatebar2.jpg""]",stimuli\EXEMPLAR\USED\Echocolatebar1.jpg,stimuli\EXEMPLAR\USED\Echocolatebar1.jpg,Testing how well we rememeber images and if we can recall them mixed in with similar images.,"Color, angle orientation, quality",no
flamingo,p6labg5etft,0.00666666666666671,0.9,351,2,496358,Test,exemplar,0,2604,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Espraybottle2.jpg"",""stimuli\\EXEMPLAR\\USED\\Espraybottle1.jpg""]",stimuli\EXEMPLAR\USED\Espraybottle2.jpg,stimuli\EXEMPLAR\USED\Espraybottle2.jpg,Testing how well we rememeber images and if we can recall them mixed in with similar images.,"Color, angle orientation, quality",no
flamingo,p6labg5etft,0.00666666666666671,0.9,353,3,499482,Test,state,0,1535,2,true,1,"[""stimuli\\STATE\\USED\\Sbreadslice1.jpg"",""stimuli\\STATE\\USED\\Sbreadslice2.jpg""]",stimuli\STATE\USED\Sbreadslice1.jpg,stimuli\STATE\USED\Sbreadslice1.jpg,Testing how well we rememeber images and if we can recall them mixed in with similar images.,"Color, angle orientation, quality",no
